NACA 0016                                       
 Alfa =  11.14286 Re =  5000000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00168  0.22210
   0.99275  0.00303  0.21422
   0.98068  0.00525  0.19855
   0.96712  0.00771  0.17843
   0.95213  0.01038  0.15364
   0.93586  0.01322  0.12447
   0.91856  0.01619  0.09183
   0.90050  0.01922  0.05691
   0.88189  0.02228  0.02074
   0.86291  0.02533 -0.01572
   0.84370  0.02835 -0.05196
   0.82434  0.03133 -0.08756
   0.80489  0.03425 -0.12262
   0.78537  0.03712 -0.15704
   0.76581  0.03992 -0.19080
   0.74624  0.04266 -0.22431
   0.72665  0.04533 -0.25752
   0.70706  0.04793 -0.29067
   0.68748  0.05046 -0.32377
   0.66791  0.05292 -0.35704
   0.64836  0.05530 -0.39072
   0.62884  0.05760 -0.42491
   0.60934  0.05981 -0.45938
   0.58987  0.06194 -0.49473
   0.57045  0.06398 -0.53076
   0.55107  0.06593 -0.56768
   0.53174  0.06777 -0.60573
   0.51247  0.06952 -0.64470
   0.49326  0.07115 -0.68494
   0.47412  0.07266 -0.72659
   0.45506  0.07406 -0.76950
   0.43609  0.07533 -0.81411
   0.41721  0.07646 -0.86040
   0.39844  0.07745 -0.90826
   0.37978  0.07829 -0.95841
   0.36124  0.07898 -1.01057
   0.34285  0.07950 -1.06496
   0.32462  0.07984 -1.12175
   0.30656  0.08001 -1.18124
   0.28870  0.07999 -1.24370
   0.27107  0.07976 -1.30932
   0.25370  0.07934 -1.37811
   0.23663  0.07870 -1.45061
   0.21992  0.07784 -1.52737
   0.20361  0.07677 -1.60764
   0.18779  0.07549 -1.69258
   0.17253  0.07399 -1.78192
   0.15792  0.07230 -1.87581
   0.14404  0.07043 -1.97419
   0.13096  0.06842 -2.07718
   0.11875  0.06628 -2.18320
   0.10744  0.06405 -2.29424
   0.09703  0.06176 -2.40688
   0.08750  0.05943 -2.52330
   0.07881  0.05710 -2.64167
   0.07089  0.05476 -2.76228
   0.06369  0.05244 -2.88358
   0.05713  0.05014 -3.00367
   0.05116  0.04786 -3.12284
   0.04571  0.04561 -3.23502
   0.04073  0.04338 -3.35534
   0.03617  0.04117 -3.61926
   0.03198  0.03897 -3.78330
   0.02814  0.03679 -3.88728
   0.02462  0.03462 -4.00315
   0.02138  0.03245 -4.12709
   0.01841  0.03028 -4.25152
   0.01568  0.02810 -4.37248
   0.01320  0.02591 -4.48213
   0.01094  0.02371 -4.57456
   0.00890  0.02149 -4.64353
   0.00707  0.01925 -4.67389
   0.00546  0.01699 -4.66515
   0.00406  0.01472 -4.59814
   0.00287  0.01243 -4.47224
   0.00189  0.01014 -4.27245
   0.00112  0.00785 -4.00703
   0.00056  0.00557 -3.67813
   0.00020  0.00331 -3.30264
   0.00002  0.00109 -2.89589
   0.00002 -0.00109 -2.49146
   0.00020 -0.00331 -2.07435
   0.00056 -0.00557 -1.65196
   0.00112 -0.00785 -1.22907
   0.00189 -0.01014 -0.83275
   0.00287 -0.01243 -0.46477
   0.00406 -0.01472 -0.14273
   0.00546 -0.01699  0.13497
   0.00707 -0.01925  0.36263
   0.00890 -0.02149  0.54741
   0.01094 -0.02371  0.69201
   0.01320 -0.02591  0.80172
   0.01568 -0.02810  0.88232
   0.01841 -0.03028  0.93863
   0.02138 -0.03245  0.97451
   0.02462 -0.03462  0.99395
   0.02814 -0.03679  1.00000
   0.03198 -0.03897  0.99517
   0.03617 -0.04117  0.98144
   0.04073 -0.04338  0.96067
   0.04571 -0.04561  0.93387
   0.05116 -0.04786  0.90258
   0.05713 -0.05014  0.86720
   0.06369 -0.05244  0.82896
   0.07089 -0.05476  0.78820
   0.07881 -0.05710  0.74570
   0.08750 -0.05943  0.70205
   0.09703 -0.06176  0.65774
   0.10744 -0.06405  0.61341
   0.11875 -0.06628  0.56961
   0.13096 -0.06842  0.52693
   0.14404 -0.07043  0.48603
   0.15792 -0.07230  0.44718
   0.17253 -0.07399  0.41053
   0.18779 -0.07549  0.37684
   0.20361 -0.07677  0.34558
   0.21992 -0.07784  0.31712
   0.23663 -0.07870  0.29125
   0.25370 -0.07934  0.26798
   0.27107 -0.07976  0.24673
   0.28871 -0.07999  0.22801
   0.30656 -0.08001  0.21094
   0.32462 -0.07984  0.19578
   0.34285 -0.07950  0.18223
   0.36124 -0.07898  0.17020
   0.37978 -0.07829  0.15953
   0.39844 -0.07745  0.14992
   0.41721 -0.07646  0.14150
   0.43609 -0.07533  0.13396
   0.45506 -0.07406  0.12749
   0.47412 -0.07266  0.12141
   0.49326 -0.07115  0.11666
   0.51247 -0.06952  0.11199
   0.53174 -0.06777  0.10804
   0.55107 -0.06593  0.10486
   0.57045 -0.06398  0.10180
   0.58987 -0.06194  0.09958
   0.60934 -0.05981  0.09735
   0.62884 -0.05760  0.09583
   0.64836 -0.05530  0.09451
   0.66792 -0.05292  0.09361
   0.68748 -0.05046  0.09304
   0.70707 -0.04793  0.09288
   0.72665 -0.04533  0.09305
   0.74624 -0.04266  0.09351
   0.76581 -0.03992  0.09465
   0.78537 -0.03712  0.09615
   0.80489 -0.03425  0.09817
   0.82434 -0.03133  0.10072
   0.84371 -0.02835  0.10415
   0.86291 -0.02533  0.10846
   0.88189 -0.02228  0.11365
   0.90050 -0.01922  0.12007
   0.91857 -0.01619  0.12771
   0.93586 -0.01322  0.13648
   0.95213 -0.01038  0.14508
   0.96712 -0.00771  0.15212
   0.98068 -0.00525  0.15680
   0.99275 -0.00303  0.16028
   1.00000 -0.00168  0.22210
