NACA 0016                                       
 Alfa =  18.00000 Re =  5000000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00168  0.00756
   0.99275  0.00303  0.00530
   0.98068  0.00525  0.00156
   0.96712  0.00771 -0.00265
   0.95213  0.01038 -0.00732
   0.93586  0.01322 -0.01241
   0.91856  0.01619 -0.01785
   0.90050  0.01922 -0.02354
   0.88189  0.02228 -0.02937
   0.86291  0.02533 -0.03522
   0.84370  0.02835 -0.04086
   0.82434  0.03133 -0.04587
   0.80489  0.03425 -0.04905
   0.78537  0.03712 -0.04702
   0.76581  0.03992 -0.05418
   0.74624  0.04266 -0.07397
   0.72665  0.04533 -0.10108
   0.70706  0.04793 -0.13470
   0.68748  0.05046 -0.17385
   0.66791  0.05292 -0.21747
   0.64836  0.05530 -0.26461
   0.62884  0.05760 -0.31437
   0.60934  0.05981 -0.36595
   0.58987  0.06194 -0.41910
   0.57045  0.06398 -0.47345
   0.55107  0.06593 -0.52890
   0.53174  0.06777 -0.58565
   0.51247  0.06952 -0.64354
   0.49326  0.07115 -0.70292
   0.47412  0.07266 -0.76397
   0.45506  0.07406 -0.82688
   0.43609  0.07533 -0.89196
   0.41721  0.07646 -0.95944
   0.39844  0.07745 -1.02957
   0.37978  0.07829 -1.10279
   0.36124  0.07898 -1.17953
   0.34285  0.07950 -1.25972
   0.32462  0.07984 -1.34426
   0.30656  0.08001 -1.43318
   0.28870  0.07999 -1.52728
   0.27107  0.07976 -1.62718
   0.25370  0.07934 -1.73311
   0.23663  0.07870 -1.84552
   0.21992  0.07784 -1.96618
   0.20361  0.07677 -2.09409
   0.18779  0.07549 -2.23132
   0.17253  0.07399 -2.37774
   0.15792  0.07230 -2.53386
   0.14404  0.07043 -2.69983
   0.13096  0.06842 -2.87580
   0.11875  0.06628 -3.06164
   0.10744  0.06405 -3.25753
   0.09703  0.06176 -3.46146
   0.08750  0.05943 -3.67609
   0.07881  0.05710 -3.89756
   0.07089  0.05476 -4.12944
   0.06369  0.05244 -4.36930
   0.05713  0.05014 -4.61901
   0.05116  0.04786 -4.87654
   0.04571  0.04561 -5.14514
   0.04073  0.04338 -5.41979
   0.03617  0.04117 -5.70770
   0.03198  0.03897 -5.99553
   0.02814  0.03679 -6.29207
   0.02462  0.03462 -6.57662
   0.02138  0.03245 -6.87564
   0.01841  0.03028 -7.46349
   0.01568  0.02810 -7.97258
   0.01320  0.02591 -8.16994
   0.01094  0.02371 -8.41039
   0.00890  0.02149 -8.68675
   0.00707  0.01925 -8.94577
   0.00546  0.01699 -9.15952
   0.00406  0.01472 -9.28805
   0.00287  0.01243 -9.32338
   0.00189  0.01014 -9.23741
   0.00112  0.00785 -9.01686
   0.00056  0.00557 -8.67208
   0.00020  0.00331 -8.20389
   0.00002  0.00109 -7.65913
   0.00002 -0.00109 -7.06852
   0.00020 -0.00331 -6.42851
   0.00056 -0.00557 -5.73071
   0.00112 -0.00785 -4.99609
   0.00189 -0.01014 -4.24717
   0.00287 -0.01243 -3.52335
   0.00406 -0.01472 -2.83171
   0.00546 -0.01699 -2.20808
   0.00707 -0.01925 -1.65001
   0.00890 -0.02149 -1.16354
   0.01094 -0.02371 -0.74544
   0.01320 -0.02591 -0.39133
   0.01568 -0.02810 -0.09508
   0.01841 -0.03028  0.15099
   0.02138 -0.03245  0.35250
   0.02462 -0.03462  0.51737
   0.02814 -0.03679  0.64984
   0.03198 -0.03897  0.75501
   0.03617 -0.04117  0.83714
   0.04073 -0.04338  0.89918
   0.04571 -0.04561  0.94433
   0.05116 -0.04786  0.97476
   0.05713 -0.05014  0.99281
   0.06369 -0.05244  0.99977
   0.07089 -0.05476  0.99735
   0.07881 -0.05710  0.98678
   0.08750 -0.05943  0.96922
   0.09703 -0.06176  0.94573
   0.10744 -0.06405  0.91756
   0.11875 -0.06628  0.88544
   0.13096 -0.06842  0.85082
   0.14404 -0.07043  0.81425
   0.15792 -0.07230  0.77711
   0.17253 -0.07399  0.73972
   0.18779 -0.07549  0.70309
   0.20361 -0.07677  0.66753
   0.21992 -0.07784  0.63323
   0.23663 -0.07870  0.60096
   0.25370 -0.07934  0.57006
   0.27107 -0.07976  0.54102
   0.28871 -0.07999  0.51386
   0.30656 -0.08001  0.48822
   0.32462 -0.07984  0.46420
   0.34285 -0.07950  0.44187
   0.36124 -0.07898  0.42078
   0.37978 -0.07829  0.40113
   0.39844 -0.07745  0.38265
   0.41721 -0.07646  0.36521
   0.43609 -0.07533  0.34878
   0.45506 -0.07406  0.33360
   0.47412 -0.07266  0.31871
   0.49326 -0.07115  0.30528
   0.51247 -0.06952  0.29204
   0.53174 -0.06777  0.27949
   0.55107 -0.06593  0.26777
   0.57045 -0.06398  0.25625
   0.58987 -0.06194  0.24553
   0.60934 -0.05981  0.23478
   0.62884 -0.05760  0.22477
   0.64836 -0.05530  0.21487
   0.66792 -0.05292  0.20532
   0.68748 -0.05046  0.19599
   0.70707 -0.04793  0.18685
   0.72665 -0.04533  0.17799
   0.74624 -0.04266  0.16895
   0.76581 -0.03992  0.16053
   0.78537 -0.03712  0.15195
   0.80489 -0.03425  0.14349
   0.82434 -0.03133  0.13490
   0.84371 -0.02835  0.12661
   0.86291 -0.02533  0.11831
   0.88189 -0.02228  0.10990
   0.90050 -0.01922  0.10143
   0.91857 -0.01619  0.09314
   0.93586 -0.01322  0.08489
   0.95213 -0.01038  0.07611
   0.96712 -0.00771  0.06809
   0.98068 -0.00525  0.05873
   0.99275 -0.00303  0.05698
   1.00000 -0.00168  0.00756
