NACA 0016                                       
 Alfa =  10.71429 Re =  5000000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00168  0.22889
   0.99275  0.00303  0.22033
   0.98068  0.00525  0.20344
   0.96712  0.00771  0.18198
   0.95213  0.01038  0.15589
   0.93586  0.01322  0.12556
   0.91856  0.01619  0.09203
   0.90050  0.01922  0.05655
   0.88189  0.02228  0.02015
   0.86291  0.02533 -0.01624
   0.84370  0.02835 -0.05222
   0.82434  0.03133 -0.08739
   0.80489  0.03425 -0.12192
   0.78537  0.03712 -0.15573
   0.76581  0.03992 -0.18886
   0.74624  0.04266 -0.22170
   0.72665  0.04533 -0.25422
   0.70706  0.04793 -0.28665
   0.68748  0.05046 -0.31903
   0.66791  0.05292 -0.35157
   0.64836  0.05530 -0.38449
   0.62884  0.05760 -0.41787
   0.60934  0.05981 -0.45155
   0.58987  0.06194 -0.48608
   0.57045  0.06398 -0.52124
   0.55107  0.06593 -0.55724
   0.53174  0.06777 -0.59436
   0.51247  0.06952 -0.63232
   0.49326  0.07115 -0.67157
   0.47412  0.07266 -0.71206
   0.45506  0.07406 -0.75385
   0.43609  0.07533 -0.79722
   0.41721  0.07646 -0.84217
   0.39844  0.07745 -0.88875
   0.37978  0.07829 -0.93732
   0.36124  0.07898 -0.98794
   0.34285  0.07950 -1.04054
   0.32462  0.07984 -1.09569
   0.30656  0.08001 -1.15298
   0.28870  0.07999 -1.21344
   0.27107  0.07976 -1.27671
   0.25370  0.07934 -1.34302
   0.23663  0.07870 -1.41273
   0.21992  0.07784 -1.48653
   0.20361  0.07677 -1.56351
   0.18779  0.07549 -1.64490
   0.17253  0.07399 -1.73039
   0.15792  0.07230 -1.81999
   0.14404  0.07043 -1.91388
   0.13096  0.06842 -2.01167
   0.11875  0.06628 -2.11255
   0.10744  0.06405 -2.21758
   0.09703  0.06176 -2.32420
   0.08750  0.05943 -2.43399
   0.07881  0.05710 -2.54560
   0.07089  0.05476 -2.65802
   0.06369  0.05244 -2.77078
   0.05713  0.05014 -2.88149
   0.05116  0.04786 -2.98920
   0.04571  0.04561 -3.09482
   0.04073  0.04338 -3.24921
   0.03617  0.04117 -3.49763
   0.03198  0.03897 -3.58999
   0.02814  0.03679 -3.69341
   0.02462  0.03462 -3.80592
   0.02138  0.03245 -3.92178
   0.01841  0.03028 -4.03653
   0.01568  0.02810 -4.14373
   0.01320  0.02591 -4.24203
   0.01094  0.02371 -4.32046
   0.00890  0.02149 -4.37400
   0.00707  0.01925 -4.39206
   0.00546  0.01699 -4.37267
   0.00406  0.01472 -4.29558
   0.00287  0.01243 -4.15945
   0.00189  0.01014 -3.95945
   0.00112  0.00785 -3.69262
   0.00056  0.00557 -3.37209
   0.00020  0.00331 -3.00130
   0.00002  0.00109 -2.61080
   0.00002 -0.00109 -2.22043
   0.00020 -0.00331 -1.82067
   0.00056 -0.00557 -1.41870
   0.00112 -0.00785 -1.01912
   0.00189 -0.01014 -0.64454
   0.00287 -0.01243 -0.30108
   0.00406 -0.01472 -0.00464
   0.00546 -0.01699  0.25115
   0.00707 -0.01925  0.45879
   0.00890 -0.02149  0.62425
   0.01094 -0.02371  0.75258
   0.01320 -0.02591  0.84782
   0.01568 -0.02810  0.91594
   0.01841 -0.03028  0.96099
   0.02138 -0.03245  0.98760
   0.02462 -0.03462  0.99900
   0.02814 -0.03679  0.99821
   0.03198 -0.03897  0.98748
   0.03617 -0.04117  0.96895
   0.04073 -0.04338  0.94379
   0.04571 -0.04561  0.91375
   0.05116 -0.04786  0.87936
   0.05713 -0.05014  0.84174
   0.06369 -0.05244  0.80154
   0.07089 -0.05476  0.75931
   0.07881 -0.05710  0.71567
   0.08750 -0.05943  0.67115
   0.09703 -0.06176  0.62640
   0.10744 -0.06405  0.58188
   0.11875 -0.06628  0.53800
   0.13096 -0.06842  0.49548
   0.14404 -0.07043  0.45502
   0.15792 -0.07230  0.41661
   0.17253 -0.07399  0.38058
   0.18779 -0.07549  0.34752
   0.20361 -0.07677  0.31714
   0.21992 -0.07784  0.28932
   0.23663 -0.07870  0.26436
   0.25370 -0.07934  0.24184
   0.27107 -0.07976  0.22144
   0.28871 -0.07999  0.20350
   0.30656 -0.08001  0.18727
   0.32462 -0.07984  0.17292
   0.34285 -0.07950  0.16010
   0.36124 -0.07898  0.14887
   0.37978 -0.07829  0.13891
   0.39844 -0.07745  0.13003
   0.41721 -0.07646  0.12236
   0.43609 -0.07533  0.11545
   0.45506 -0.07406  0.10970
   0.47412 -0.07266  0.10426
   0.49326 -0.07115  0.10013
   0.51247 -0.06952  0.09608
   0.53174 -0.06777  0.09277
   0.55107 -0.06593  0.09014
   0.57045 -0.06398  0.08768
   0.58987 -0.06194  0.08602
   0.60934 -0.05981  0.08435
   0.62884 -0.05760  0.08337
   0.64836 -0.05530  0.08260
   0.66792 -0.05292  0.08223
   0.68748 -0.05046  0.08218
   0.70707 -0.04793  0.08254
   0.72665 -0.04533  0.08321
   0.74624 -0.04266  0.08421
   0.76581 -0.03992  0.08584
   0.78537 -0.03712  0.08785
   0.80489 -0.03425  0.09037
   0.82434 -0.03133  0.09344
   0.84371 -0.02835  0.09735
   0.86291 -0.02533  0.10216
   0.88189 -0.02228  0.10780
   0.90050 -0.01922  0.11459
   0.91857 -0.01619  0.12243
   0.93586 -0.01322  0.13105
   0.95213 -0.01038  0.13912
   0.96712 -0.00771  0.14562
   0.98068 -0.00525  0.15021
   0.99275 -0.00303  0.17493
   1.00000 -0.00168  0.22889
